From,To,Capacity,Length,FreeFlowTime,B,Power,SpeedLimit,CriticalSpeed,Lanes,overall_capacity,Overall_capacity
1405,1403,400.0,0.43,0.573,0.667,4.0,45,27.0,1,400.0,400.0
1405,1404,400.0,0.26,0.347,0.667,4.0,45,27.0,1,400.0,400.0
1406,1407,400.0,0.76,1.013,0.667,4.0,45,27.0,1,400.0,400.0
1406,1401,400.0,0.51,0.68,0.667,4.0,45,27.0,1,400.0,400.0
1406,1405,400.0,0.17,0.227,0.667,4.0,45,27.0,1,400.0,400.0
1407,2268,400.0,0.29,0.387,0.667,4.0,45,27.0,1,400.0,400.0
1407,2701,400.0,0.23,0.307,0.667,4.0,45,27.0,1,400.0,400.0
1407,1406,400.0,0.76,1.013,0.667,4.0,45,27.0,1,400.0,400.0
1408,2268,400.0,0.15,0.2,0.667,4.0,45,27.0,1,400.0,400.0
1408,2700,600.0,0.35,0.35,0.667,4.0,60,36.0,1,600.0,600.0
1408,2703,600.0,0.24,0.24,0.667,4.0,60,36.0,1,600.0,600.0
1409,2100,700.0,0.09,0.108,0.667,4.0,50,30.0,1,700.0,700.0
1409,2446,700.0,0.08,0.087,0.667,4.0,55,33.0,1,700.0,700.0
1409,3854,400.0,0.26,0.52,0.667,4.0,30,18.0,1,400.0,400.0
1410,1411,800.0,0.17,0.204,0.282,4.0,50,39.0,2,1600.0,1600.0
1410,2692,700.0,0.28,0.336,0.667,4.0,50,30.0,2,1400.0,1400.0
1410,2701,400.0,0.17,0.227,0.667,4.0,45,27.0,2,800.0,800.0
1410,4713,700.0,0.05,0.05,0.667,4.0,60,36.0,2,1400.0,1400.0
1411,1413,800.0,0.41,0.447,0.282,4.0,55,42.9,2,1600.0,1600.0
1411,3241,400.0,0.37,0.404,0.667,4.0,55,33.0,1,400.0,400.0
1411,1410,800.0,0.17,0.204,0.282,4.0,50,39.0,2,1600.0,1600.0
1412,1415,700.0,0.18,0.196,0.667,4.0,55,33.0,1,700.0,700.0
1412,2247,600.0,0.2,0.267,0.667,4.0,45,27.0,1,600.0,600.0
1412,2698,700.0,0.15,0.15,0.667,4.0,60,36.0,1,700.0,700.0
1413,1395,800.0,0.31,0.372,0.282,4.0,50,39.0,2,1600.0,1600.0
1413,1411,800.0,0.41,0.447,0.282,4.0,55,42.9,2,1600.0,1600.0
1414,2430,600.0,0.45,0.6,0.667,4.0,45,27.0,1,600.0,600.0
1414,3494,1000.0,0.14,0.153,0.282,4.0,55,42.9,2,2000.0,2000.0
1414,1395,900.0,1.03,1.03,0.282,4.0,60,46.8,2,1800.0,1800.0
1415,1416,600.0,0.18,0.196,0.667,4.0,55,33.0,1,600.0,600.0
1415,1417,400.0,0.22,0.293,0.667,4.0,45,27.0,1,400.0,400.0
1415,2257,400.0,0.2,0.3,0.667,4.0,40,24.0,1,400.0,400.0
1415,1412,700.0,0.18,0.196,0.667,4.0,55,33.0,1,700.0,700.0
1416,1418,600.0,0.22,0.293,0.667,4.0,45,27.0,1,600.0,600.0
1416,1419,600.0,0.29,0.316,0.667,4.0,55,33.0,1,600.0,600.0
1416,1415,600.0,0.18,0.196,0.667,4.0,55,33.0,1,600.0,600.0
1417,1418,400.0,0.18,0.24,0.667,4.0,45,27.0,1,400.0,400.0
1417,2273,400.0,0.14,0.187,0.667,4.0,45,27.0,1,400.0,400.0
1417,1415,400.0,0.22,0.293,0.667,4.0,45,27.0,1,400.0,400.0
1418,2264,400.0,0.37,0.493,0.667,4.0,45,27.0,1,400.0,400.0
1418,4738,600.0,0.26,0.347,0.667,4.0,45,27.0,1,600.0,600.0
1418,1416,600.0,0.22,0.293,0.667,4.0,45,27.0,1,600.0,600.0
1418,1417,400.0,0.18,0.24,0.667,4.0,45,27.0,1,400.0,400.0
1418,389,1800.0,0.12,0.3,0.0,4.0,24,24.0,5,9000.0,9000.0
1419,1421,400.0,0.2,0.343,0.667,4.0,35,21.0,1,400.0,400.0
1419,2264,400.0,0.29,0.435,0.667,4.0,40,24.0,1,400.0,400.0
1419,2690,700.0,0.12,0.131,0.667,4.0,55,33.0,1,700.0,700.0
1419,1416,600.0,0.29,0.316,0.667,4.0,55,33.0,1,600.0,600.0
1420,1423,600.0,0.22,0.24,0.667,4.0,55,33.0,1,600.0,600.0
1420,2690,700.0,0.11,0.12,0.667,4.0,55,33.0,1,700.0,700.0
1421,2251,400.0,0.28,0.48,0.667,4.0,35,21.0,1,400.0,400.0
1421,2257,400.0,0.47,0.705,0.667,4.0,40,24.0,1,400.0,400.0
1421,1419,400.0,0.2,0.343,0.667,4.0,35,21.0,1,400.0,400.0
1422,2273,400.0,0.13,0.173,0.667,4.0,45,27.0,1,400.0,400.0
1422,2689,600.0,0.09,0.098,0.667,4.0,55,33.0,1,600.0,600.0
1422,4736,600.0,0.07,0.076,0.667,4.0,55,33.0,1,600.0,600.0
1423,1429,400.0,0.16,0.24,0.667,4.0,40,24.0,1,400.0,400.0
1423,1433,600.0,0.14,0.153,0.667,4.0,55,33.0,2,1200.0,1200.0
1423,1420,600.0,0.22,0.24,0.667,4.0,55,33.0,1,600.0,600.0
1424,3205,1000.0,0.38,0.415,0.282,4.0,55,42.9,2,2000.0,2000.0
1424,3852,700.0,0.13,0.26,0.667,4.0,30,18.0,2,1400.0,1400.0
1424,4008,900.0,0.2,0.267,0.282,4.0,45,35.1,3,2700.0,2700.0
1424,311,1800.0,0.18,0.45,0.0,4.0,24,24.0,5,9000.0,9000.0
1425,4002,1100.0,0.05,0.055,0.282,4.0,55,42.9,2,2200.0,2200.0
1425,4003,900.0,0.05,0.067,0.282,4.0,45,35.1,2,1800.0,1800.0
1425,4004,1100.0,0.05,0.067,0.282,4.0,45,35.1,2,2200.0,2200.0
1425,4005,900.0,0.05,0.06,0.282,4.0,50,39.0,2,1800.0,1800.0
1426,2235,400.0,0.45,0.6,0.667,4.0,45,27.0,1,400.0,400.0
1426,4006,1100.0,0.21,0.229,0.282,4.0,55,42.9,2,2200.0,2200.0
1426,1375,1100.0,0.14,0.153,0.282,4.0,55,42.9,2,2200.0,2200.0
1427,1467,1000.0,0.18,0.166,0.282,4.0,65,50.7,2,2000.0,2000.0
1427,2235,400.0,0.12,0.16,0.667,4.0,45,27.0,1,400.0,400.0
1427,2684,1000.0,0.05,0.046,0.282,4.0,65,50.7,2,2000.0,2000.0
1428,1429,400.0,0.61,1.046,0.667,4.0,35,21.0,1,400.0,400.0
1428,4711,900.0,0.1,0.109,0.282,4.0,55,42.9,2,1800.0,1800.0
1428,4712,1100.0,0.09,0.098,0.282,4.0,55,42.9,2,2200.0,2200.0
1429,1292,400.0,0.44,0.88,0.667,4.0,30,18.0,1,400.0,400.0
1429,1423,400.0,0.16,0.24,0.667,4.0,40,24.0,1,400.0,400.0
1429,1428,400.0,0.61,1.046,0.667,4.0,35,21.0,1,400.0,400.0
1429,318,1800.0,0.09,0.225,0.0,4.0,24,24.0,5,9000.0,9000.0
1430,2686,900.0,0.07,0.084,0.282,4.0,50,39.0,2,1800.0,1800.0
1430,4306,900.0,0.05,0.06,0.282,4.0,50,39.0,2,1800.0,1800.0
1430,4307,1200.0,0.05,0.067,0.282,4.0,45,35.1,2,2400.0,2400.0
1430,4310,1200.0,0.05,0.067,0.282,4.0,45,35.1,2,2400.0,2400.0
1431,2675,600.0,0.14,0.153,0.667,4.0,55,33.0,1,600.0,600.0
1431,4609,400.0,0.09,0.12,0.667,4.0,45,27.0,1,400.0,400.0
1431,4610,600.0,0.03,0.033,0.667,4.0,55,33.0,1,600.0,600.0
1432,1439,400.0,0.38,0.57,0.667,4.0,40,24.0,1,400.0,400.0
1432,2687,600.0,0.08,0.087,0.667,4.0,55,33.0,2,1200.0,1200.0
1432,4308,1200.0,0.1,0.133,0.282,4.0,45,35.1,2,2400.0,2400.0
1433,2687,600.0,0.16,0.175,0.667,4.0,55,33.0,2,1200.0,1200.0
1433,4807,400.0,0.05,0.06,0.667,4.0,50,30.0,1,400.0,400.0
1433,1423,600.0,0.14,0.153,0.667,4.0,55,33.0,2,1200.0,1200.0
1434,1439,400.0,0.24,0.36,0.667,4.0,40,24.0,1,400.0,400.0
1434,2691,400.0,0.1,0.12,0.667,4.0,50,30.0,1,400.0,400.0
1434,4807,400.0,0.39,0.468,0.667,4.0,50,30.0,1,400.0,400.0
1435,1438,600.0,0.23,0.251,0.667,4.0,55,33.0,1,600.0,600.0
1435,2287,600.0,0.22,0.24,0.667,4.0,55,33.0,1,600.0,600.0
1435,2691,400.0,0.09,0.108,0.667,4.0,50,30.0,1,400.0,400.0
1436,2280,900.0,0.08,0.087,0.282,4.0,55,42.9,2,1800.0,1800.0
1436,4530,900.0,0.13,0.142,0.282,4.0,55,42.9,2,1800.0,1800.0
1436,4531,400.0,0.04,0.053,0.667,4.0,45,27.0,1,400.0,400.0
1437,4183,900.0,0.09,0.098,0.282,4.0,55,42.9,2,1800.0,1800.0
1437,4184,900.0,0.05,0.055,0.282,4.0,55,42.9,2,1800.0,1800.0
1437,4185,600.0,0.05,0.067,0.667,4.0,45,27.0,1,600.0,600.0
1438,2289,400.0,0.13,0.195,0.667,4.0,40,24.0,1,400.0,400.0
1438,2293,600.0,0.35,0.382,0.667,4.0,55,33.0,1,600.0,600.0
1438,1435,600.0,0.23,0.251,0.667,4.0,55,33.0,1,600.0,600.0
1438,315,1800.0,0.07,0.175,0.0,4.0,24,24.0,5,9000.0,9000.0
1439,2289,400.0,0.16,0.24,0.667,4.0,40,24.0,1,400.0,400.0
1439,1432,400.0,0.38,0.57,0.667,4.0,40,24.0,1,400.0,400.0
1439,1434,400.0,0.24,0.36,0.667,4.0,40,24.0,1,400.0,400.0
1439,317,1800.0,0.2,0.5,0.0,4.0,24,24.0,5,9000.0,9000.0
1440,1444,400.0,0.16,0.213,0.667,4.0,45,27.0,1,400.0,400.0
1440,1442,900.0,0.15,0.18,0.282,4.0,50,39.0,2,1800.0,1800.0
1440,4315,900.0,0.24,0.288,0.282,4.0,50,39.0,2,1800.0,1800.0
1440,1006,1800.0,0.07,0.175,0.0,4.0,24,24.0,5,9000.0,9000.0
1441,2278,400.0,0.18,0.24,0.667,4.0,45,27.0,1,400.0,400.0
1441,2292,400.0,0.14,0.187,0.667,4.0,45,27.0,1,400.0,400.0
1441,4313,400.0,0.09,0.12,0.667,4.0,45,27.0,1,400.0,400.0
1442,1443,400.0,0.17,0.227,0.667,4.0,45,27.0,1,400.0,400.0
1442,1445,400.0,0.21,0.28,0.667,4.0,45,27.0,1,400.0,400.0
1442,4252,900.0,0.39,0.468,0.282,4.0,50,39.0,2,1800.0,1800.0
1442,1440,900.0,0.15,0.18,0.282,4.0,50,39.0,2,1800.0,1800.0
1443,2074,400.0,0.33,0.566,0.667,4.0,35,21.0,1,400.0,400.0
1443,2297,400.0,0.24,0.411,0.667,4.0,35,21.0,1,400.0,400.0
1443,1442,400.0,0.17,0.227,0.667,4.0,45,27.0,1,400.0,400.0
1444,2283,400.0,0.19,0.253,0.667,4.0,45,27.0,1,400.0,400.0
1444,2292,400.0,0.14,0.187,0.667,4.0,45,27.0,1,400.0,400.0
1444,2670,400.0,0.05,0.067,0.667,4.0,45,27.0,1,400.0,400.0
1444,1440,400.0,0.16,0.213,0.667,4.0,45,27.0,1,400.0,400.0
1445,2281,400.0,0.23,0.307,0.667,4.0,45,27.0,1,400.0,400.0
1445,2670,400.0,0.11,0.147,0.667,4.0,45,27.0,1,400.0,400.0
1445,2671,400.0,0.24,0.32,0.667,4.0,45,27.0,1,400.0,400.0
1445,1442,400.0,0.21,0.28,0.667,4.0,45,27.0,1,400.0,400.0
1446,4249,400.0,0.05,0.06,0.667,4.0,50,30.0,1,400.0,400.0
1446,4250,400.0,0.05,0.06,0.667,4.0,50,30.0,1,400.0,400.0
1446,4251,900.0,0.05,0.06,0.282,4.0,50,39.0,2,1800.0,1800.0
1446,4252,900.0,0.05,0.06,0.282,4.0,50,39.0,2,1800.0,1800.0
1447,2296,400.0,0.12,0.206,0.667,4.0,35,21.0,1,400.0,400.0
1447,2297,400.0,0.18,0.309,0.667,4.0,35,21.0,1,400.0,400.0
1447,4250,400.0,0.05,0.06,0.667,4.0,50,30.0,1,400.0,400.0
1448,1451,400.0,0.31,0.372,0.667,4.0,50,30.0,1,400.0,400.0
1448,1458,400.0,0.43,0.573,0.667,4.0,45,27.0,1,400.0,400.0
1448,2090,400.0,0.14,0.168,0.667,4.0,50,30.0,1,400.0,400.0
1448,2671,400.0,0.18,0.24,0.667,4.0,45,27.0,1,400.0,400.0
1449,1454,400.0,0.22,0.293,0.667,4.0,45,27.0,1,400.0,400.0
1449,2281,400.0,0.09,0.12,0.667,4.0,45,27.0,1,400.0,400.0
1449,4535,400.0,0.38,0.507,0.667,4.0,45,27.0,1,400.0,400.0
1449,4618,400.0,0.1,0.133,0.667,4.0,45,27.0,1,400.0,400.0
1450,4615,400.0,0.05,0.067,0.667,4.0,45,27.0,1,400.0,400.0
1450,4616,400.0,0.05,0.067,0.667,4.0,45,27.0,1,400.0,400.0
1450,4617,400.0,0.04,0.053,0.667,4.0,45,27.0,1,400.0,400.0
1450,4618,400.0,0.04,0.053,0.667,4.0,45,27.0,1,400.0,400.0
1451,1455,400.0,0.22,0.293,0.667,4.0,45,27.0,1,400.0,400.0
1451,4535,400.0,0.04,0.053,0.667,4.0,45,27.0,1,400.0,400.0
1451,4536,400.0,0.04,0.053,0.667,4.0,45,27.0,1,400.0,400.0
1451,1448,400.0,0.31,0.372,0.667,4.0,50,30.0,1,400.0,400.0
1452,4583,400.0,0.05,0.067,0.667,4.0,45,27.0,1,400.0,400.0
1452,4584,600.0,0.04,0.053,0.667,4.0,45,27.0,1,600.0,600.0
1452,4585,600.0,0.06,0.072,0.667,4.0,50,30.0,1,600.0,600.0
1453,1454,400.0,0.13,0.156,0.667,4.0,50,30.0,1,400.0,400.0
1453,2674,400.0,0.06,0.072,0.667,4.0,50,30.0,1,400.0,400.0
1453,4538,600.0,0.39,0.425,0.667,4.0,55,33.0,1,600.0,600.0
1453,4584,600.0,0.1,0.133,0.667,4.0,45,27.0,1,600.0,600.0
1454,2672,400.0,0.09,0.12,0.667,4.0,45,27.0,1,400.0,400.0
1454,1449,400.0,0.22,0.293,0.667,4.0,45,27.0,1,400.0,400.0
1454,1453,400.0,0.13,0.156,0.667,4.0,50,30.0,1,400.0,400.0
1455,1460,400.0,0.18,0.24,0.667,4.0,45,27.0,1,400.0,400.0
1455,2265,400.0,0.14,0.187,0.667,4.0,45,27.0,1,400.0,400.0
1455,2673,400.0,0.12,0.16,0.667,4.0,45,27.0,1,400.0,400.0
1455,1451,400.0,0.22,0.293,0.667,4.0,45,27.0,1,400.0,400.0
1456,2296,400.0,0.53,0.909,0.667,4.0,35,21.0,1,400.0,400.0
1456,4203,900.0,0.22,0.293,0.282,4.0,45,35.1,2,1800.0,1800.0
1456,4805,900.0,0.14,0.168,0.282,4.0,50,39.0,2,1800.0,1800.0
1457,2028,400.0,0.19,0.253,0.667,4.0,45,27.0,1,400.0,400.0
1457,4804,900.0,0.07,0.084,0.282,4.0,50,39.0,2,1800.0,1800.0
1457,4805,900.0,0.08,0.096,0.282,4.0,50,39.0,2,1800.0,1800.0
1458,2028,400.0,0.14,0.187,0.667,4.0,45,27.0,1,400.0,400.0
1458,2511,400.0,0.22,0.293,0.667,4.0,45,27.0,1,400.0,400.0
1458,2662,400.0,0.1,0.133,0.667,4.0,45,27.0,1,400.0,400.0
1458,1448,400.0,0.43,0.573,0.667,4.0,45,27.0,1,400.0,400.0
1459,1461,400.0,0.28,0.373,0.667,4.0,45,27.0,1,400.0,400.0
1459,1493,400.0,0.23,0.307,0.667,4.0,45,27.0,1,400.0,400.0
1459,2089,400.0,0.1,0.133,0.667,4.0,45,27.0,1,400.0,400.0
1459,4536,400.0,0.39,0.52,0.667,4.0,45,27.0,1,400.0,400.0
1460,1463,400.0,0.35,0.42,0.667,4.0,50,30.0,1,400.0,400.0
1460,4537,600.0,0.05,0.055,0.667,4.0,55,33.0,1,600.0,600.0
1460,4538,600.0,0.05,0.055,0.667,4.0,55,33.0,1,600.0,600.0
1460,1455,400.0,0.18,0.24,0.667,4.0,45,27.0,1,400.0,400.0
1461,4533,400.0,0.12,0.16,0.667,4.0,45,27.0,1,400.0,400.0
1461,2029,400.0,0.11,0.147,0.667,4.0,45,27.0,1,400.0,400.0
1461,1459,400.0,0.28,0.373,0.667,4.0,45,27.0,1,400.0,400.0
1462,1463,400.0,0.43,0.573,0.667,4.0,45,27.0,1,400.0,400.0
1462,2674,400.0,0.34,0.408,0.667,4.0,50,30.0,1,400.0,400.0
1462,2681,400.0,0.42,0.504,0.667,4.0,50,30.0,1,400.0,400.0
1462,326,1800.0,0.21,0.525,0.0,4.0,24,24.0,5,9000.0,9000.0
1462,330,1800.0,0.16,0.4,0.0,4.0,24,24.0,5,9000.0,9000.0
1462,331,1800.0,0.27,0.675,0.0,4.0,24,24.0,5,9000.0,9000.0
1463,1465,400.0,0.3,0.36,0.667,4.0,50,30.0,1,400.0,400.0
1463,1460,400.0,0.35,0.42,0.667,4.0,50,30.0,1,400.0,400.0
1463,1462,400.0,0.43,0.573,0.667,4.0,45,27.0,1,400.0,400.0
1463,329,1800.0,0.12,0.3,0.0,4.0,24,24.0,5,9000.0,9000.0
1464,2681,400.0,0.09,0.108,0.667,4.0,50,30.0,1,400.0,400.0
1464,2682,400.0,0.25,0.375,0.667,4.0,40,24.0,1,400.0,400.0
1464,327,1800.0,0.21,0.525,0.0,4.0,24,24.0,5,9000.0,9000.0
1465,1468,400.0,0.27,0.405,0.667,4.0,40,24.0,1,400.0,400.0
1465,2678,400.0,0.06,0.072,0.667,4.0,50,30.0,1,400.0,400.0
1465,2682,400.0,0.23,0.345,0.667,4.0,40,24.0,1,400.0,400.0
1465,1463,400.0,0.3,0.36,0.667,4.0,50,30.0,1,400.0,400.0
1466,4262,400.0,0.05,0.067,0.667,4.0,45,27.0,1,400.0,400.0
1466,4263,1000.0,0.05,0.046,0.282,4.0,65,50.7,2,2000.0,2000.0
1466,4266,400.0,0.05,0.067,0.667,4.0,45,27.0,1,400.0,400.0
1466,4267,1000.0,0.05,0.046,0.282,4.0,65,50.7,2,2000.0,2000.0
1467,1474,400.0,0.67,0.893,0.667,4.0,45,27.0,1,400.0,400.0
1467,4640,1000.0,0.05,0.046,0.282,4.0,65,50.7,2,2000.0,2000.0
1467,1427,1000.0,0.18,0.166,0.282,4.0,65,50.7,2,2000.0,2000.0
1468,1470,400.0,0.21,0.315,0.667,4.0,40,24.0,1,400.0,400.0
1468,2237,400.0,0.3,0.45,0.667,4.0,40,24.0,1,400.0,400.0
1468,1465,400.0,0.27,0.405,0.667,4.0,40,24.0,1,400.0,400.0
1469,1471,1000.0,0.15,0.138,0.282,4.0,65,50.7,2,2000.0,2000.0
1469,2237,400.0,0.4,0.6,0.667,4.0,40,24.0,1,400.0,400.0
1469,4264,1000.0,0.07,0.065,0.282,4.0,65,50.7,2,2000.0,2000.0
1470,4620,400.0,0.16,0.213,0.667,4.0,45,27.0,1,400.0,400.0
1470,4623,400.0,0.05,0.086,0.667,4.0,35,21.0,1,400.0,400.0
1470,1468,400.0,0.21,0.315,0.667,4.0,40,24.0,1,400.0,400.0
1471,2230,400.0,0.32,0.549,0.667,4.0,35,21.0,1,400.0,400.0
1471,4636,1000.0,0.06,0.055,0.282,4.0,65,50.7,2,2000.0,2000.0
1471,1469,1000.0,0.15,0.138,0.282,4.0,65,50.7,2,2000.0,2000.0
1472,4024,900.0,0.06,0.065,0.282,4.0,55,42.9,2,1800.0,1800.0
1472,4636,1000.0,0.25,0.231,0.282,4.0,65,50.7,2,2000.0,2000.0
1473,1475,400.0,0.52,0.693,0.667,4.0,45,27.0,1,400.0,400.0
1473,2222,400.0,0.51,0.765,0.667,4.0,40,24.0,1,400.0,400.0
1473,4266,400.0,0.05,0.067,0.667,4.0,45,27.0,1,400.0,400.0
1474,1476,400.0,0.25,0.333,0.667,4.0,45,27.0,1,400.0,400.0
1474,2222,400.0,0.4,0.6,0.667,4.0,40,24.0,1,400.0,400.0
1474,1467,400.0,0.67,0.893,0.667,4.0,45,27.0,1,400.0,400.0
1475,1476,400.0,0.17,0.227,0.667,4.0,45,27.0,1,400.0,400.0
1475,2217,400.0,0.41,0.615,0.667,4.0,40,24.0,1,400.0,400.0
1475,1473,400.0,0.52,0.693,0.667,4.0,45,27.0,1,400.0,400.0
1476,2097,400.0,0.53,0.707,0.667,4.0,45,27.0,1,400.0,400.0
1476,1474,400.0,0.25,0.333,0.667,4.0,45,27.0,1,400.0,400.0
1476,1475,400.0,0.17,0.227,0.667,4.0,45,27.0,1,400.0,400.0
1476,297,1800.0,0.3,0.75,0.0,4.0,24,24.0,5,9000.0,9000.0
1477,4637,800.0,0.09,0.083,0.282,4.0,65,50.7,2,1600.0,1600.0
1477,4638,800.0,0.07,0.065,0.282,4.0,65,50.7,2,1600.0,1600.0
1477,4639,400.0,0.09,0.12,0.667,4.0,45,27.0,1,400.0,400.0
1478,2803,800.0,0.2,0.218,0.282,4.0,55,42.9,1,800.0,800.0
1478,3237,800.0,0.16,0.175,0.282,4.0,55,42.9,1,800.0,800.0
1478,3347,400.0,0.24,0.32,0.667,4.0,45,27.0,1,400.0,400.0
1479,2784,800.0,0.16,0.16,0.282,4.0,60,46.8,2,1600.0,1600.0
1479,2785,800.0,0.42,0.458,0.282,4.0,55,42.9,1,800.0,800.0
1479,4710,800.0,0.12,0.131,0.282,4.0,55,42.9,1,800.0,800.0
1480,1481,400.0,1.16,1.392,0.667,4.0,50,30.0,1,400.0,400.0
1480,3344,800.0,0.18,0.216,0.282,4.0,50,39.0,1,800.0,800.0
1480,4710,800.0,0.27,0.295,0.282,4.0,55,42.9,1,800.0,800.0
1480,300,1800.0,0.72,1.8,0.0,4.0,24,24.0,5,9000.0,9000.0
1481,1483,400.0,0.83,1.107,0.667,4.0,45,27.0,1,400.0,400.0
1481,2976,400.0,0.6,0.72,0.667,4.0,50,30.0,1,400.0,400.0
1481,1480,400.0,1.16,1.392,0.667,4.0,50,30.0,1,400.0,400.0
1482,2784,800.0,0.16,0.16,0.282,4.0,60,46.8,2,1600.0,1600.0
1482,3589,400.0,0.69,0.92,0.667,4.0,45,27.0,1,400.0,400.0
1482,4319,800.0,0.36,0.36,0.282,4.0,60,46.8,2,1600.0,1600.0
1483,1485,400.0,0.16,0.384,0.667,4.0,25,15.0,1,400.0,400.0
1483,3589,400.0,0.24,0.32,0.667,4.0,45,27.0,1,400.0,400.0
1483,1481,400.0,0.83,1.107,0.667,4.0,45,27.0,1,400.0,400.0
1483,284,1800.0,0.24,0.6,0.0,4.0,24,24.0,5,9000.0,9000.0
1484,4317,800.0,0.05,0.055,0.282,4.0,55,42.9,1,800.0,800.0
1484,4318,800.0,0.05,0.05,0.282,4.0,60,46.8,2,1600.0,1600.0
1484,4319,800.0,0.07,0.07,0.282,4.0,60,46.8,2,1600.0,1600.0
1484,4320,900.0,0.05,0.067,0.282,4.0,45,35.1,2,1800.0,1800.0
1485,2782,500.0,0.42,0.56,0.667,4.0,45,27.0,1,500.0,500.0
1485,2783,500.0,0.37,0.493,0.667,4.0,45,27.0,1,500.0,500.0
1485,1483,400.0,0.16,0.384,0.667,4.0,25,15.0,1,400.0,400.0
1486,4020,800.0,0.2,0.24,0.282,4.0,50,39.0,2,1600.0,1600.0
1486,4637,800.0,0.93,0.858,0.282,4.0,65,50.7,2,1600.0,1600.0
1486,294,1800.0,0.24,0.6,0.0,4.0,24,24.0,5,9000.0,9000.0
1487,4020,800.0,0.05,0.06,0.282,4.0,50,39.0,2,1600.0,1600.0
1487,4021,1000.0,0.05,0.046,0.282,4.0,65,50.7,2,2000.0,2000.0
1487,4022,900.0,0.05,0.055,0.282,4.0,55,42.9,2,1800.0,1800.0
1487,4023,600.0,0.06,0.09,0.667,4.0,40,24.0,1,600.0,600.0
1488,4279,1000.0,0.05,0.046,0.282,4.0,65,50.7,3,3000.0,3000.0
1488,4281,800.0,0.05,0.067,0.282,4.0,45,35.1,2,1600.0,1600.0
1488,4283,700.0,0.05,0.06,0.667,4.0,50,30.0,2,1400.0,1400.0
1488,4284,1000.0,0.05,0.043,0.282,4.0,70,54.6,3,3000.0,3000.0
1489,4289,800.0,0.05,0.06,0.282,4.0,50,39.0,1,800.0,800.0
1489,4290,600.0,0.05,0.06,0.667,4.0,50,30.0,1,600.0,600.0
1489,4292,600.0,0.05,0.06,0.667,4.0,50,30.0,1,600.0,600.0
1489,4293,600.0,0.05,0.06,0.667,4.0,50,30.0,1,600.0,600.0
1490,2250,400.0,0.17,0.255,0.667,4.0,40,24.0,1,400.0,400.0
1490,2508,600.0,0.22,0.264,0.667,4.0,50,30.0,1,600.0,600.0
1490,4621,600.0,0.23,0.251,0.667,4.0,55,33.0,1,600.0,600.0
1491,1494,600.0,0.23,0.307,0.667,4.0,45,27.0,1,600.0,600.0
1491,2509,400.0,0.16,0.213,0.667,4.0,45,27.0,1,400.0,400.0
1491,4293,600.0,0.29,0.348,0.667,4.0,50,30.0,1,600.0,600.0
1492,1493,400.0,0.08,0.107,0.667,4.0,45,27.0,1,400.0,400.0
1492,2250,400.0,0.16,0.24,0.667,4.0,40,24.0,1,400.0,400.0
1492,2664,400.0,0.15,0.2,0.667,4.0,45,27.0,1,400.0,400.0
1492,340,1800.0,0.12,0.3,0.0,4.0,24,24.0,5,9000.0,9000.0
1493,2663,400.0,0.1,0.133,0.667,4.0,45,27.0,1,400.0,400.0
1493,1459,400.0,0.23,0.307,0.667,4.0,45,27.0,1,400.0,400.0
1493,1492,400.0,0.08,0.107,0.667,4.0,45,27.0,1,400.0,400.0
1494,4532,500.0,0.04,0.06,0.667,4.0,40,24.0,1,500.0,500.0
1494,4533,400.0,0.05,0.067,0.667,4.0,45,27.0,1,400.0,400.0
1494,4534,600.0,0.04,0.053,0.667,4.0,45,27.0,1,600.0,600.0
1494,1491,600.0,0.23,0.307,0.667,4.0,45,27.0,1,600.0,600.0
1495,2288,400.0,0.12,0.206,0.667,4.0,35,21.0,1,400.0,400.0
1495,2666,600.0,0.14,0.187,0.667,4.0,45,27.0,1,600.0,600.0
1495,4806,600.0,0.09,0.12,0.667,4.0,45,27.0,1,600.0,600.0
1496,2658,500.0,0.1,0.133,0.667,4.0,45,27.0,1,500.0,500.0
1496,2665,500.0,0.06,0.08,0.667,4.0,45,27.0,1,500.0,500.0
1497,4323,700.0,0.05,0.06,0.667,4.0,50,30.0,1,700.0,700.0
1497,4324,1200.0,0.05,0.067,0.282,4.0,45,35.1,2,2400.0,2400.0
1497,4325,1200.0,0.05,0.075,0.282,4.0,40,31.2,2,2400.0,2400.0
1498,2294,700.0,0.15,0.18,0.667,4.0,50,30.0,1,700.0,700.0
1498,2659,400.0,0.32,0.549,0.667,4.0,35,21.0,1,400.0,400.0
1498,4261,700.0,0.19,0.253,0.667,4.0,45,27.0,1,700.0,700.0
1498,4322,700.0,0.15,0.18,0.667,4.0,50,30.0,1,700.0,700.0
1499,4203,900.0,0.1,0.133,0.282,4.0,45,35.1,2,1800.0,1800.0
1499,4204,900.0,0.09,0.12,0.282,4.0,45,35.1,2,1800.0,1800.0
1499,4325,1200.0,0.11,0.165,0.282,4.0,40,31.2,2,2400.0,2400.0
1500,1503,900.0,0.12,0.16,0.282,4.0,45,35.1,2,1800.0,1800.0
1500,4253,900.0,0.17,0.227,0.282,4.0,45,35.1,2,1800.0,1800.0
1500,4254,900.0,0.07,0.084,0.282,4.0,50,39.0,2,1800.0,1800.0
1501,1504,900.0,0.12,0.144,0.282,4.0,50,39.0,3,2700.0,2700.0
1501,1505,400.0,0.12,0.206,0.667,4.0,35,21.0,1,400.0,400.0
